QUERY;CIRCE;SEMANTIC;OVERLAP
produzione sistemi acustici e luminosi;['26.60.0'];['27.40.0', '27.90.0', '26.70.1', '26.20.0', '26.40.0', '26.70.2', '26.30.2', '26.60.0', '43.21.0'];1
commercio all ingrosso di prodotti di pasta alimentare;['46.38.9'];['46.36.0', '46.75.0', '46.44.2', '46.32.2', '47.11.5', '46.73.2', '46.35.0', '46.38.9', '46.38.3', '46.76.3'];1
ristrutturazione e manutenzioni edili;['41.20.0'];['33.12.9', '33.12.3', '95.12.0', '95.22.0', '33.11.0', '33.12.4', '95.24.0', '41.20.0', '43.29.0', '33.12.5'];1
punto vendita ricarica;['33.12.5'];['27.90.0', '47.78.3', '46.43.1', '47.59.3', '46.74.2', '46.69.2', '35.14.0', '46.47.3', '33.12.5', '93.19.9'];1
installazione di sistemi di allarme;['43.21.0'];['43.22.0', '43.32.0', '46.47.3', '43.29.0', '45.20.3', '43.21.0', '33.20.0'];1
buste paga fiat;['63.11.1'];['43.91.0', '61.10.0', '18.12.0', '66.19.4', '17.23.0', '64.91.0', '64.11.0', '64.19.1', '56.30.0', '84.21.0'];0
ufficiali di aeromobili;['30.30.0'];['66.22.0', '85.51.0', '46.14.0', '30.30.0', '52.29.2', '77.35.0', '33.16.0', '94.99.2'];1
altre attivita di supporto di ufficio;['09.90.0', '82.99.9', '85.60.0'];['82.11.0', '74.90.2', '90.02.0', '82.19.0', '58.19.0', '96.09.0', '85.60.0', '82.99.9', '63.99.0', '74.10.9'];1
albergo con centro benessere;['55.10.0'];['55.10.0', '55.90.2', '28.99.3', '86.22.0', '87.20.0', '87.30.0', '87.10.0', '96.04.1', '68.20.0', '96.02.0'];1
vendita al dettadlio teleria;['47.51.1'];['46.41.9', '47.91.2', '46.43.1', '47.53.1', '46.47.2', '47.91.1', '45.19.0', '96.03.0', '92.00.0', '47.91.3'];0
senza partita iva;['69.20.1'];['56.10.2', '24.20.1', '93.29.3', '14.19.2', '41.10.0', '82.20.0', '08.93.0', '56.30.0', '46.31.1', '46.90.0'];0
fabbricazione ringhiere in ferro;['16.23.2', '24.10.0'];['25.99.1', '27.90.0', '25.99.3', '24.10.0', '23.44.0', '25.91.0', '25.92.0', '28.22.0', '25.73.1', '13.99.1'];1
commercio al dettaglio acciaio e rottami;['38.32.1'];['47.52.1', '47.54.0', '45.32.0', '47.51.1', '47.72.1', '46.77.1', '47.52.3', '47.64.2', '47.79.2', '47.78.3'];0
amministrativo gestionale associazione;['94.99.2'];['93.13.0', '02.10.0', '52.21.1', '93.11.1', '84.13.9', '94.11.0', '84.12.3', '94.12.2', '93.11.2', '94.99.2'];1
servizi di pubblicitservizi di pubblicita;['73.11.0'];['81.29.1', '73.12.0', '80.30.0', '69.20.1', '70.21.0', '82.99.3', '49.42.0', '96.02.0', '79.90.1'];0
altre attivitrofessionali, scientifiche e tecniche;['74.90.9'];['90.02.0', '45.20.9', '81.22.0', '90.03.0', '85.60.0', '74.90.9', '58.19.0', '74.10.9', '93.19.9'];1
servizio di studio lingue;['85.59.3'];['85.59.9', '69.10.1', '88.91.0', '80.30.0', '96.09.0', '49.42.0', '85.59.3', '85.60.0', '74.30.0', '96.02.0'];1
consulenza marketing politico;['73.11.0', '70.22.0', '73.20.0'];['62.02.0', '73.11.0', '69.10.1', '82.19.0', '70.22.0', '66.19.2', '82.91.2'];1
sviluppo sistemi informativi;['62.01.0'];['62.02.0', '81.10.0', '72.20.0', '58.12.0', '80.30.0', '68.20.0', '63.11.1', '82.91.2', '85.59.2', '33.20.0'];0
distributori ricarica elettriche;['35.13.0'];['27.90.0', '28.29.1', '46.52.0', '47.99.2', '35.12.0', '46.18.2', '27.11.0', '35.13.0', '35.14.0', '33.12.5'];1
social media e pubblicitsocial media e pubblicita;['73.11.0'];['18.13.0', '73.11.0', '73.12.0', '70.21.0', '84.11.2', '94.11.0', '73.20.0', '84.23.0', '58.19.0', '18.12.0'];1
consulenza edile azienda;['69.20.3', '70.22.0', '41.20.0'];['62.02.0', '73.11.0', '74.90.2', '70.22.0', '66.19.2', '74.90.3', '68.20.0', '90.03.0'];1
organizzazione conto agricoltura;['n.c.   '];['74.90.1', '91.04.0', '01.61.0', '69.20.2', '93.11.9', '56.10.1', '96.09.0', '64.92.0', '82.99.9', '82.30.0'];0
consulenza tecnica nel settore dell'edilizia cn esclusione delle attivita' riservate agli iscritti in albi professipnali;['71.11.0'];['62.02.0', '42.99.0', '77.29.9', '69.20.1', '46.18.3', '74.90.3', '16.23.2', '74.90.9', '97.00.0'];0
pagamenti in contanti bollettini;['52.21.5'];['58.12.0', '66.19.4', '69.20.2', '69.20.1', '82.99.4', '64.11.0', '64.19.1', '66.19.1', '82.99.9', '92.00.0'];0
altre attiviter la persona;['96.09.0', 'n.c.   '];['90.02.0', '94.99.9', '74.20.1', '96.09.0', '85.60.0', '74.90.9', '90.01.0', '58.19.0', '74.10.9', '93.19.9'];1
commercio all' ingrosso di biancheria per hotel e ristoranti;['46.42.3', '46.41.9', '46.69.9', '46.41.1', '46.32.1'];['47.71.1', '47.51.1', '46.65.0', '47.59.1', '47.78.1', '46.47.3', '47.59.9', '46.47.1', '46.73.2', '46.41.1'];1
riparazione apparecchiature elettriche;['33.14.0'];['45.20.1', '95.25.0', '33.14.0', '95.21.0', '95.11.0', '95.22.0', '95.29.0', '45.20.3', '33.12.5'];1
stufe a pellet;['46.49.9', '27.52.0'];['28.23.0', '17.11.0', '16.29.1', '24.31.0', '16.24.0', '43.32.0', '28.22.0', '23.64.0', '43.39.0', '25.93.1'];0
lo sviluppo la progettazione la costruzione l installazione la gestione e manutenzione di impianti e servizi per la produzione ed accumulo di energia;['35.11.0'];['35.11.0', '43.22.0', '41.10.0', '71.12.2', '35.12.0', '71.12.1', '35.30.0', '35.13.0', '43.21.0', '33.20.0'];1
ritiro pratiche fiscali;['82.99.4'];['65.20.0', '82.19.0', '95.12.0', '96.01.2', '43.12.0', '69.20.1', '82.99.4', '08.93.0', '96.03.0'];1
sviluppo di nuovi dispositivi hardware;['62.01.0'];['28.24.0', '27.40.0', '26.20.0', '26.40.0', '26.51.2', '26.30.2', '26.11.0', '27.12.0', '33.20.0'];0
attivita di organizzazione di datori di lavoro;['94.11.0'];['78.10.0', '94.20.0', '94.99.9', '94.99.1', '94.11.0', '94.12.2', '45.40.1', '79.12.0', '69.20.3', '94.99.5'];1
commissione nazionale borsa;['15.12.0'];['66.22.0', '92.00.0', '84.13.9', '64.11.0', '64.19.1', '64.19.2', '46.35.0', '64.99.6', '66.29.0', '66.11.0'];0
rivendita articoli caffrivendita articoli caffe;['47.29.2', '47.78.9', '56.30.0'];['46.76.9', '73.11.0', '46.37.0', '95.12.0', '69.20.1', '56.30.0', '47.29.2', '74.10.3', '10.83.0', '18.12.0'];1
attivita di pianificazione;['84.11.2', '70.22.0'];['84.25.2', '30.30.0', '71.11.0', '68.31.0', '71.12.1', '84.11.2', '84.12.3', '74.90.9', '97.00.0', '79.90.1'];1
l attivita svolta e ristorazione con somministrazione;['56.10.1'];['56.10.4', '56.10.2', '56.10.5', '55.20.3', '56.10.1', '45.40.1', '66.19.1', '79.90.1'];1
assistente anziani presso famiglia;['87.30.0'];['56.10.4', '82.19.0', '75.00.0', '88.91.0', '88.10.0', '87.30.0', '87.10.0', '96.09.0', '53.20.0', '97.00.0'];1
servizi fi fornitura di software;['46.51.0', '62.01.0'];['82.11.0', '62.02.0', '64.99.2', '61.10.0', '71.12.2', '52.29.2', '69.20.1', '63.11.1', '53.20.0', '58.29.0'];0
odontoiatra e delle attivita ad essa connessa riservate;['86.23.0'];['69.10.1', '86.90.2', '96.09.0', '56.10.1', '86.23.0', '90.03.0', '33.13.0', '32.50.1', '66.21.0', '33.20.0'];1
messa a dimora;['37.00.0', '01.61.0', '02.10.0'];['95.11.0', '14.13.2', '95.12.0', '66.11.0', '85.52.0', '01.49.3', '43.11.0', '82.99.9', '56.29.1', '18.12.0'];0
fabbricazione di macchinari e apparecchiature;['28.92.0', '28.23.0', '28.29.9', '28.30.9', '28.93.0', '28.99.1', '28.94.1'];['26.70.1', '29.31.0', '28.23.0', '26.20.0', '27.51.0', '25.40.0', '26.70.2', '28.95.0', '26.11.0', '29.10.0'];1
commercio elettronico ingrosso;['47.91.1', '45.11.0'];['47.54.0', '46.42.1', '46.43.1', '46.52.0', '47.41.0', '46.73.2', '46.69.9', '46.76.3', '46.51.0'];0
forze di polizia ad ordinamento civile e militare per la tutela dell ordine e della sicurezza pubblica;['84.24.0'];['69.10.1', '42.22.0', '85.32.0', '94.99.1', '84.22.0', '43.11.0', '94.12.1', '80.10.0', '74.90.9', '84.24.0'];1
attivita' legali e contabilita;['69.10.1', '69.20.1'];['69.10.1', '69.20.2', '69.20.1', '69.10.2', '93.19.1', '02.40.0', '84.23.0', '91.01.0', '66.21.0'];1
attivitasvolti da geometri;['71.12.3'];['71.12.3', '71.12.4', '91.02.0', '71.12.1', '93.12.0', '86.23.0', '93.19.1', '74.90.9', '74.10.9', '86.90.3'];1
contratto affitto di poltrona;['n.c.   '];['31.09.3', '88.91.0', '56.29.2', '77.35.0', '49.41.0', '77.11.0', '51.10.2', '68.20.0', '96.03.0', '77.21.0'];0
locazioni immobili propri;['68.20.0'];['68.32.0', '77.29.9', '64.99.1', '68.10.0', '68.31.0', '64.91.0', '77.39.9', '68.20.0', '97.00.0'];1
attiviti coordinamento attivitziendale;['70.22.0'];['84.25.2', '90.02.0', '88.91.0', '94.92.0', '94.99.4', '94.11.0', '94.12.2', '86.23.0', '94.99.3', '79.90.1'];0
commercio bevande alcoliche;['11.01.0', '46.17.0', '46.34.1'];['47.26.0', '46.34.2', '47.52.4', '46.37.0', '46.34.1', '47.99.2', '46.49.9', '47.25.0', '35.14.0', '46.35.0'];1
vendita alimenti confezionati;['82.92.1'];['47.71.1', '10.85.0', '46.21.1', '46.23.0', '47.71.2', '47.21.0', '10.89.0', '46.73.2', '46.38.9', '46.38.3'];0
montaggio e smontaggio di ponteggi;['43.99.0'];['77.32.0', '33.12.1', '16.10.0', '46.63.0', '33.12.3', '43.91.0', '42.13.0', '41.20.0', '33.12.5', '33.20.0'];0
torneria del legno;['16.29.1'];['16.10.0', '46.73.1', '33.19.0', '16.29.1', '16.24.0', '95.24.0', '16.21.0', '56.30.0', '16.23.2', '22.23.0'];1
programmatore macchine meccaniche;['62.01.0'];['33.12.9', '45.20.1', '28.23.0', '30.91.1', '26.11.0', '25.73.1', '28.11.1', '25.62.0', '28.99.9'];0
cooperativa sociale per l inserimento lavorativo di persone svantaggiate;['88.99.0'];['30.92.3', '78.20.0', '41.10.0', '88.91.0', '87.20.0', '88.10.0', '94.99.4', '87.90.0', '64.19.1', '88.99.0'];1
centro multiservizi e servizi per l immograzione;['n.c.   '];['82.11.0', '78.10.0', '81.10.0', '33.14.0', '81.29.1', '52.21.4', '87.30.0', '49.42.0', '39.00.0', '79.90.1'];0
consulenza e pianificazione aziendale nel settore degliinfissi;['70.22.0'];['62.02.0', '46.13.0', '73.11.0', '74.90.2', '70.22.0', '66.19.2', '90.03.0', '46.73.2'];1
installazione di accessori;['33.20.0'];['45.20.2', '43.29.0', '43.99.0', '43.21.0', '62.09.0', '33.20.0'];1
vendita articoli casalinghi;['47.59.2'];['73.11.0', '32.99.3', '46.42.2', '46.15.0', '47.59.3', '46.49.9', '46.47.3', '47.59.2', '47.78.3'];1
noleggio studio fotografico;['74.20.1'];['77.29.9', '77.11.0', '77.35.0', '77.22.0', '74.20.2', '77.39.9', '77.31.0', '77.21.0'];0
la commercializzazione di macchine industriali per l'alimentazione, bibite e tabacco;['46.39.2', '28.93.0'];['33.12.9', '12.00.0', '26.60.0', '28.30.9', '46.69.2', '28.11.1', '46.69.9', '28.93.0', '28.99.9', '28.29.3'];1
interventi di ingegneria naturalistica per la manutenzione e tutela del territorio;['43.39.0'];['02.20.0', '16.10.0', '43.22.0', '91.04.0', '81.30.0', '43.12.0', '01.61.0', '90.03.0', '91.03.0', '33.12.7'];0
consulenza direzionale e commerciale;['70.22.0'];['62.02.0', '69.10.1', '73.11.0', '74.90.2', '70.22.0', '69.20.1', '66.19.2', '85.60.0', '82.91.2'];1
distribuzione di bevande all ingrosso bevande analcoliche;['46.34.2'];['46.69.9', '46.34.2', '47.52.4', '46.49.1', '46.34.1', '11.07.0', '47.25.0', '46.39.2', '46.35.0', '46.76.3'];1
noleggio senza conducente di autocarri;['77.12.0'];['77.11.0', '49.32.2', '49.41.0', '77.12.0', '77.35.0', '51.10.2', '77.39.9', '77.31.0', '77.21.0'];1
commercio all'ingrosso fuochi d'artificio;['93.29.9', '20.51.0'];['46.42.1', '47.59.3', '46.49.3', '46.35.0', '46.47.3', '46.73.2', '46.69.9', '46.75.0', '46.76.3', '47.78.3'];0
corsi presso scuole;['85.59.9', '85.59.3', '85.42.0'];['85.59.9', '85.53.0', '85.51.0', '85.52.0', '85.32.0', '85.59.3', '85.60.0', '85.59.2'];1
girarrosto con asporto;['27.51.0'];['56.10.2', '56.10.4', '49.41.0', '49.32.1', '56.10.1', '49.50.1', '56.30.0', '53.20.0', '10.39.0', '46.38.3'];0
autofficine e centri assistenza;['45.20.1'];['45.20.1', '33.12.1', '33.14.0', '45.20.2', '45.20.4', '45.20.3', '94.99.2', '96.02.0', '45.20.9', '33.12.5'];1
produzione di pane e prodotti di panetteria fresc;['10.71.1'];['10.61.4', '46.36.0', '10.32.0', '10.71.1', '10.85.0', '10.82.0', '10.73.0', '10.51.2', '10.71.2', '10.72.0'];1
commercio biciclette elettriche;['47.64.1'];['47.54.0', '46.52.0', '46.43.1', '47.64.1', '46.69.2', '35.14.0', '45.40.1', '47.41.0', '46.47.3', '46.49.4'];1
organizzazione e gestione di convegni;['82.30.0'];['82.30.0', '52.21.5', '73.11.0', '90.02.0', '93.11.1', '90.04.0', '96.09.0', '82.99.9', '91.03.0', '85.59.2'];1
realizzazione di prototipi per l allenamento;['74.90.9'];['18.13.0', '30.12.0', '85.51.0', '30.30.0', '32.30.0', '13.20.0', '42.11.0', '28.11.1', '43.99.0', '93.19.9'];0
servizi di pulizia e disinfestazione;['01.62.0', '81.29.1'];['81.29.1', '95.22.0', '33.12.4', '95.24.0', '49.42.0', '81.29.9', '37.00.0', '96.02.0', '39.00.0'];1
prestatore manodopera settore terziario;['43.99.0'];['64.99.1', '90.02.0', '01.61.0', '70.21.0', '09.10.0', '68.31.0', '69.20.1', '02.40.0', '66.19.3'];0
decorazione di mobili e complementi d'arredo;['31.09.9', '31.09.5'];['43.33.0', '31.09.5', '95.29.0', '43.32.0', '95.24.0', '13.92.1', '43.99.0', '31.09.1', '31.09.4', '14.19.1'];1
sfruttamento aree dema;['11.07.0'];['02.20.0', '42.99.0', '64.99.1', '43.12.0', '01.70.0', '43.11.0', '68.31.0', '68.20.0', '38.31.1', '36.00.0'];0
societa per accesso al credito;['64.92.0', '64.19.1'];['64.19.4', '64.99.1', '94.11.0', '66.19.2', '64.19.1', '82.91.1', '66.19.1', '64.92.0', '82.99.9'];1
procacciatore d affari servizi;['n.c.   '];['46.16.0', '46.13.0', '46.18.1', '46.15.0', '46.14.0', '46.12.0', '46.18.9', '46.17.0', '66.19.2', '46.11.0'];0
alberi da frutta;['01.63.0', '01.25.0'];['01.22.0', '02.20.0', '01.23.0', '01.24.0', '01.25.0', '11.03.0', '01.29.0', '01.63.0', '01.26.0', '10.39.0'];1
lavori non specializzati;['n.c.   ', '43.39.0'];['74.90.2', '47.19.9', '43.39.0', '95.29.0', '47.11.4', '43.99.0', '81.21.0', '58.29.0', '62.09.0', '46.90.0'];1
servizi alle imprse;['n.c.   '];['82.11.0', '81.10.0', '82.19.0', '80.30.0', '69.20.1', '49.42.0', '66.19.2', '96.02.0', '79.90.1'];0
commercio all'ingrosso carrelli elevatori;['46.69.9'];['46.42.1', '46.49.1', '46.69.1', '46.65.0', '45.31.0', '46.73.2', '46.69.9', '46.76.3', '46.42.4'];1
impresa individuale pulizia condomini;['81.21.0'];['68.32.0', '81.29.1', '81.22.0', '33.12.4', '96.09.0', '81.29.9', '68.20.0', '43.39.0', '81.21.0', '97.00.0'];1
fabbricazione di stand e altre strutture simili per convegli e fiere prevalentemente in legno;['16.23.2'];['73.11.0', '16.29.1', '16.23.1', '31.01.2', '16.24.0', '43.29.0', '16.23.2', '25.11.0'];1
produzione mtaeriale elettrico;['27.90.0', '35.11.0', '27.32.0', '27.51.0', '27.11.0', '29.10.0'];['27.40.0', '27.90.0', '35.11.0', '27.51.0', '27.11.0', '26.11.0', '27.33.0', '28.99.9', '27.12.0', '27.20.0'];1
vendita diretta bb;['47.99.1'];['47.91.2', '46.34.1', '47.99.2', '46.49.9', '47.25.0', '46.23.0', '35.14.0', '46.33.1', '92.00.0', '47.91.3'];0
promozione dello sport;['32.30.0'];['73.11.0', '94.20.0', '84.12.4', '93.19.9', '32.30.0', '70.21.0', '93.19.1', '93.12.0', '77.21.0', '79.90.1'];1
cibo da asporto;['56.10.2'];['56.10.2', '56.10.4', '56.10.5', '56.29.2', '49.41.0', '49.32.1', '56.10.1', '10.89.0', '53.20.0', '46.38.3'];1
trattamento chimico fisico e biologico di rifiuti;['71.20.1'];['20.59.3', '38.21.0', '84.12.3', '38.32.3', '36.00.0', '38.12.0', '37.00.0', '38.22.0', '38.11.0', '39.00.0'];0
posa in opera di tende da sole;['25.12.2'];['74.20.1', '43.91.0', '43.32.0', '43.34.0', '23.19.2', '43.99.0', '25.12.2'];1
guida navi al porto;['79.90.2'];['30.12.0', '46.14.0', '50.30.0', '46.69.1', '49.41.0', '33.15.0', '50.20.0', '77.34.0', '50.10.0', '50.40.0'];0
consuelnza siti internet;['62.01.0', '63.11.3', '74.10.2'];['62.02.0', '58.12.0', '92.00.0', '47.91.1', '45.11.0', '61.90.2', '63.12.0', '74.10.2', '45.19.0'];1
pulizia spiagge con ritiro rifiuti;['81.29.9'];['43.12.0', '81.22.0', '08.12.0', '96.09.0', '81.29.9', '43.39.0', '37.00.0', '38.11.0', '39.00.0'];1
professionista dello sport;['93.19.9'];['85.51.0', '74.20.1', '32.30.0', '46.18.9', '93.19.1', '94.12.2', '74.90.9', '93.12.0', '92.00.0', '93.19.9'];1
cura e manutenzione del paesaggio inclusi parchi, giardini e aiuole cod reg;['81.30.0'];['43.22.0', '52.21.2', '91.04.0', '75.00.0', '81.30.0', '95.22.0', '93.11.9', '81.29.9', '91.03.0'];1
commercio dettaglio escavatori;['33.12.9', '28.92.0'];['47.54.0', '47.52.1', '47.51.1', '47.53.1', '47.42.0', '47.41.0', '47.64.2', '47.26.0', '47.59.5', '47.78.3'];0
vendita al dettaglio di oro;['47.77.0'];['46.72.2', '47.59.3', '47.25.0', '47.77.0', '46.48.0', '47.26.0', '47.79.2', '47.43.0', '47.78.3'];1
costruzione di impianti di trattamento ed altre opere di edilizia civile;['41.20.0'];['42.99.0', '43.22.0', '42.22.0', '43.39.0', '42.21.0', '42.91.0', '41.20.0', '43.29.0', '43.21.0', '33.20.0'];1
dettaglio di scarpe;['47.72.1'];['15.20.2', '15.20.1', '14.19.2', '47.72.1', '95.29.0', '47.77.0', '15.12.0', '22.29.0', '47.71.1', '46.42.4'];1
consulente formazione sicurezza;['62.02.0', '74.90.2', '80.10.0', '71.20.1'];['62.02.0', '85.59.9', '74.90.2', '70.22.0', '66.19.2', '80.10.0', '69.20.3', '85.59.2'];1
consulenza finanziaria sostenibile;['66.19.2', '70.22.0'];['62.02.0', '74.90.2', '70.22.0', '69.20.1', '64.91.0', '66.19.2', '74.90.3'];1
noleggio bagni mobili;['31.09.9', '31.09.1', '77.29.1', '77.29.9'];['77.29.9', '77.11.0', '77.35.0', '77.39.9', '77.29.1', '77.34.0', '77.31.0', '77.21.0'];1
inserimento dati contabili;['63.11.1'];['28.23.0', '33.20.0', '69.20.2', '69.20.1', '43.29.0', '63.11.1', '33.12.5'];1
altre attivitita non;['n.c.   '];['94.99.9', '74.20.1', '58.19.0', '96.09.0', '81.29.9', '88.99.0', '74.90.9', '82.99.9', '74.10.9', '93.19.9'];0
videomaker dronista montatore video;['59.12.0'];['28.30.1', '28.23.0', '30.30.0', '26.20.0', '26.40.0', '26.70.2', '74.20.2', '27.11.0', '92.00.0', '28.21.1'];0
procura della repubblica;['84.23.0'];['84.30.0', '60.10.0', '47.11.1', '80.30.0', '84.23.0', '84.22.0', '85.59.1', '74.90.9', '84.24.0', '18.12.0'];1
consulenza pubblicitconsulenza pubblicita;['73.11.0'];['62.02.0', '69.10.1', '74.90.2', '70.22.0', '70.21.0', '66.19.2', '80.10.0', '90.03.0', '85.60.0'];0
impresa costruzione edile;['41.20.0'];['64.99.1', '43.91.0', '43.12.0', '42.21.0', '42.91.0', '28.22.0', '41.20.0', '43.99.0', '16.23.2', '68.20.0'];1
produzione mute subacquee;['59.11.0'];['23.99.0', '10.62.0', '32.99.1', '26.40.0', '11.02.2', '10.73.0', '35.30.0', '23.64.0', '22.19.0', '19.10.0'];0
laboratorio preparai carnei crudi ed insaccati;['10.13.0'];['10.41.3', '01.41.0', '10.85.0', '10.11.0', '10.91.0', '16.29.4', '10.89.0', '10.12.0', '10.13.0', '86.90.1'];1
rappresentanza nel campo dellieditoria;['66.22.0', '73.12.0'];['46.16.0', '46.18.1', '46.15.0', '66.12.0', '70.21.0', '46.18.9', '46.11.0', '90.01.0', '63.91.0'];0
produzione bigiotteria argento;['32.12.1'];['32.12.2', '32.99.3', '24.41.0', '24.54.0', '25.73.1', '32.20.0', '23.19.2', '26.52.0', '32.40.2', '25.94.0'];0
commercio all ingrossodi inset;['46.39.2', '46.69.9', '46.90.0'];['46.36.0', '47.51.1', '46.42.1', '47.79.3', '47.52.2', '46.73.2', '46.41.1', '46.76.3', '46.21.2'];0
studi di registrazione sonora svolgimento dell attivita di produzione e diffusione di programmi di contenuti audiovisivi;['60.20.0'];['59.13.0', '71.20.1', '60.10.0', '26.40.0', '59.12.0', '59.11.0', '59.20.3', '61.20.0', '26.30.1', '61.30.0'];0
istituto comprensivo di zanica;['85.59.9', '85.51.0', '85.32.0', '85.42.0', '85.60.0', '85.59.2'];['85.59.9', '84.30.0', '43.22.0', '85.51.0', '88.91.0', '85.52.0', '87.20.0', '85.31.1', '87.10.0', '93.29.9'];1
carpentieri in legno;['16.23.2'];['46.13.0', '33.19.0', '16.10.0', '23.70.1', '46.15.0', '16.29.1', '16.24.0', '16.21.0', '16.23.2', '23.42.0'];1
depuratore acqua domestico;['37.00.0'];['77.29.9', '28.29.9', '42.21.0', '43.12.0', '81.22.0', '95.29.0', '27.51.0', '27.52.0', '37.00.0', '36.00.0'];1
allevamento galline ovaiole;['01.47.0'];['01.46.0', '01.49.2', '01.44.0', '01.45.0', '01.47.0', '01.49.9', '01.43.0', '01.42.0', '03.22.0', '01.49.1'];1
vendita servizi web;['63.11.3', '47.91.1'];['73.12.0', '47.91.1', '69.20.1', '45.11.0', '35.14.0', '47.41.0', '74.90.9', '92.00.0', '45.19.0'];1
consulenza nel settore dell industria alimentare relativa all acquisto di macchine, attrezzature ed impianti produttivi;['46.69.9'];['33.12.9', '62.02.0', '73.11.0', '74.90.2', '28.29.2', '70.22.0', '80.10.0', '74.90.9', '28.93.0'];0
vendita abbigliamento personalizzato;['47.71.1'];['46.42.3', '47.71.4', '47.51.1', '46.42.1', '47.72.1', '47.79.3', '47.71.3', '46.41.1', '47.71.1', '47.78.3'];1
vendita per corrispondenza televisione e altri sistemi di comunicazione;['47.91.3'];['46.41.9', '47.91.2', '46.52.0', '46.43.1', '61.10.0', '95.12.0', '46.66.0', '47.91.3', '47.43.0'];1
prestazione di servizi e a;['n.c.   '];['69.10.1', '63.11.3', '96.09.0', '82.99.3', '35.30.0', '63.11.1', '53.20.0', '74.30.0', '96.02.0'];0
commercio al dettaglio di lana;['13.10.0', '46.76.1', '13.20.0', '47.51.2'];['47.52.1', '47.71.4', '47.51.1', '47.79.3', '47.24.1', '47.25.0', '47.26.0', '47.71.1', '47.52.2', '47.78.3'];0
commerciante di giocattoli;['47.65.0', '46.49.3'];['46.42.2', '46.42.1', '46.75.0', '47.65.0', '46.49.9', '95.29.0', '46.49.3', '46.18.9', '47.89.0', '32.40.2'];1
produzione prodotti chimici;['20.59.4', '20.59.2'];['21.20.0', '20.59.3', '23.91.0', '20.59.9', '19.20.2', '10.51.2', '10.89.0', '20.59.1', '20.42.0', '10.81.0'];0
fotocopie e fax;['82.19.0', '46.66.0', '47.41.0'];['28.23.0', '95.12.0', '82.19.0', '74.20.1', '77.33.0', '26.70.2', '26.30.2', '74.20.2', '58.14.0', '33.12.5'];1
vendita licenze musicali;['74.90.9'];['47.59.6', '59.13.0', '58.29.0', '46.49.9', '73.12.0', '35.14.0', '74.90.9', '47.89.0', '47.63.0', '92.00.0'];1
attivitecniche non classificate;['n.c.   '];['43.29.0', '11.04.0', '49.41.0', '07.29.0', '81.29.9', '27.33.0', '88.99.0', '27.52.0', '74.90.9', '82.99.9'];0
attivita extra alberghiera;['55.20.5'];['66.12.0', '79.90.1', '66.19.2', '56.10.1', '55.20.5', '79.12.0', '93.19.1', '02.40.0', '74.10.9', '79.11.0'];1
vendita al dettaglio di prodotti fitosanitari;['47.78.9', '46.75.0'];['47.52.1', '47.52.4', '47.73.1', '47.25.0', '47.21.0', '47.76.1', '47.26.0', '47.81.0', '47.52.2', '47.29.3'];0
produzione conto terzi bevande alcoliche;['11.01.0'];['01.27.0', '11.04.0', '46.34.1', '11.07.0', '47.25.0', '11.01.0', '11.05.0', '11.02.2', '10.51.2', '10.89.0'];1
commercio ingrosso minuteria borse;['46.74.1'];['46.52.0', '46.72.2', '46.42.1', '46.44.2', '47.77.0', '46.48.0', '46.73.2', '46.74.1', '46.76.3', '66.11.0'];1
lavori da carpentiere;['16.23.2', '25.11.0', '43.99.0'];['43.33.0', '45.20.2', '45.20.1', '16.10.0', '43.91.0', '43.39.0', '84.25.1', '41.20.0', '43.99.0', '25.62.0'];1
commercio al dettaglio di prodotti pubblicitari;['73.11.0', '18.12.0', '47.78.9', '46.18.9', '47.78.3'];['47.52.1', '47.62.1', '47.51.1', '47.59.3', '47.25.0', '47.26.0', '47.52.2', '47.43.0', '47.78.3'];1
associazione di volontariato dedicata ai bambini disabili;['94.99.5'];['94.99.2', '94.99.9', '88.91.0', '87.20.0', '88.10.0', '94.99.4', '94.99.6', '94.12.2', '88.99.0', '94.99.5'];1
azienda sanitari locali;['86.22.0'];['82.11.0', '75.00.0', '86.90.1', '81.22.0', '47.52.2', '87.10.0', '96.09.0', '68.20.0', '23.42.0', '33.20.0'];0
attiviti segnalazione immobiliare;['68.31.0'];['68.32.0', '64.99.1', '68.31.0', '69.10.2', '84.25.1', '66.19.2', '82.99.9', '97.00.0', '79.90.1'];1
ideazione di campagne pubblicitarie;['73.11.0'];['78.10.0', '73.11.0', '73.12.0', '92.00.0', '82.99.9', '43.29.0', '82.91.2', '74.10.2', '18.12.0'];1
consulenza resa da altri soggetti;['69.20.1'];['74.90.1', '62.02.0', '73.11.0', '74.90.2', '69.20.1', '02.40.0', '74.90.9'];1
consulenza per gestione contratti di vendita;['70.22.0'];['73.11.0', '70.22.0', '66.12.0', '69.20.1', '66.19.2', '74.90.3', '74.90.9', '82.99.9'];1
servizi gestione uffici temporanei in condivisione;['82.11.0'];['82.11.0', '81.10.0', '82.19.0', '77.33.0', '77.39.9', '49.42.0', '68.20.0', '79.90.1'];1
societa' di pallavolo;['85.51.0'];['60.10.0', '66.11.0', '93.11.1', '93.19.9', '84.22.0', '93.11.9', '64.19.1', '93.29.9', '93.12.0', '61.30.0'];0
coordinamento e gestione attiviti installazione;['96.02.0'];['43.22.0', '93.11.3', '30.30.0', '43.29.0', '43.21.0', '62.09.0', '33.20.0'];0
