QUERY,CIRCE,SEMANTIC,OVERLAP
consulenza vendite online,"['45.11.0', '47.91.1']","['66.19.2', '73.11.0', '69.10.1', '70.22.0', '62.02.0', '45.11.0', '45.19.0', '92.00.0', '47.91.1']",1
accessori da giardino,['81.30.0'],"['95.22.0', '77.21.0', '47.89.0', '47.52.4', '95.24.0', '47.71.5', '14.19.1', '33.12.5', '28.22.0']",0
affitto appartamenti per ferie,"['68.31.0', '68.20.0']","['55.10.0', '55.90.2', '87.30.0', '96.03.0', '77.21.0', '77.39.9', '77.11.0', '68.20.0', '55.20.5']",1
produzione motori elettrici,['27.11.0'],"['30.91.1', '27.90.0', '28.99.9', '30.30.0', '28.11.1', '27.11.0', '27.40.0', '29.10.0', '35.11.0']",1
costruzione ribaltabili per veicoli industriali,"['29.20.0', '29.10.0']","['25.73.1', '28.92.0', '30.12.0', '30.30.0', '28.11.1', '30.92.3', '30.99.0', '19.20.4', '29.10.0', '20.11.0']",1
organizzatrice di eventi,['82.30.0'],"['96.09.0', '93.19.1', '82.30.0', '82.99.9', '56.21.0', '93.29.9', '85.60.0', '79.90.1', '90.02.0']",1
produzione sistemi acustici e luminosi,['26.60.0'],"['26.30.2', '26.70.1', '26.70.2', '27.40.0', '26.40.0', '26.60.0', '26.20.0', '27.90.0', '43.21.0']",1
commercio all     ingrosso di prodotti di pasta alimentare,['46.38.9'],"['46.38.9', '46.73.2', '46.76.3', '47.11.5', '46.44.2', '46.36.0', '46.38.3', '46.32.2', '46.75.0', '46.35.0']",1
ristrutturazione e manutenzioni edili,['41.20.0'],"['33.12.3', '95.22.0', '43.29.0', '95.24.0', '95.12.0', '33.12.9', '33.12.4', '41.20.0', '33.12.5', '33.11.0']",1
punto vendita ricarica,['33.12.5'],"['93.19.9', '46.43.1', '35.14.0', '47.78.3', '47.59.3', '46.69.2', '46.47.3', '46.74.2', '33.12.5', '27.90.0']",1
installazione di sistemi di allarme,['43.21.0'],"['45.20.3', '43.22.0', '43.29.0', '33.20.0', '46.47.3', '43.32.0', '43.21.0']",1
buste paga fiat,['63.11.1'],"['66.19.4', '17.23.0', '84.21.0', '56.30.0', '43.91.0', '64.19.1', '18.12.0', '64.91.0', '64.11.0', '61.10.0']",0
ufficiali di aeromobili,['30.30.0'],"['46.14.0', '66.22.0', '94.99.2', '30.30.0', '52.29.2', '85.51.0', '77.35.0', '33.16.0']",1
altre attivita di supporto di ufficio,"['82.99.9', '09.90.0', '85.60.0']","['96.09.0', '82.19.0', '82.11.0', '82.99.9', '74.90.2', '63.99.0', '85.60.0', '58.19.0', '74.10.9', '90.02.0']",1
albergo con centro benessere,['55.10.0'],"['55.10.0', '28.99.3', '87.30.0', '87.20.0', '55.90.2', '87.10.0', '86.22.0', '96.02.0', '96.04.1', '68.20.0']",1
vendita al dettadlio teleria,['47.51.1'],"['46.41.9', '96.03.0', '47.91.3', '46.43.1', '47.91.2', '45.19.0', '92.00.0', '47.53.1', '47.91.1', '46.47.2']",0
senza partita iva,['69.20.1'],"['24.20.1', '56.30.0', '46.90.0', '14.19.2', '82.20.0', '08.93.0', '93.29.3', '41.10.0', '46.31.1', '56.10.2']",0
fabbricazione ringhiere in ferro,"['24.10.0', '16.23.2']","['25.73.1', '25.99.1', '25.92.0', '23.44.0', '25.99.3', '24.10.0', '13.99.1', '25.91.0', '28.22.0', '27.90.0']",1
commercio al dettaglio acciaio e rottami,['38.32.1'],"['45.32.0', '47.52.1', '47.79.2', '47.54.0', '47.78.3', '47.51.1', '47.64.2', '47.52.3', '46.77.1', '47.72.1']",0
amministrativo gestionale associazione,['94.99.2'],"['93.11.2', '84.12.3', '94.99.2', '94.12.2', '93.11.1', '02.10.0', '93.13.0', '94.11.0', '84.13.9', '52.21.1']",1
servizi di pubblicitservizi di pubblicita,['73.11.0'],"['80.30.0', '79.90.1', '73.12.0', '82.99.3', '81.29.1', '96.02.0', '70.21.0', '49.42.0', '69.20.1']",0
"altre attivitrofessionali, scientifiche e tecniche",['74.90.9'],"['93.19.9', '45.20.9', '81.22.0', '90.03.0', '85.60.0', '58.19.0', '74.90.9', '74.10.9', '90.02.0']",1
servizio di studio lingue,['85.59.3'],"['80.30.0', '74.30.0', '69.10.1', '85.59.9', '96.02.0', '88.91.0', '85.60.0', '49.42.0', '85.59.3', '96.09.0']",1
consulenza marketing politico,"['73.11.0', '70.22.0', '73.20.0']","['66.19.2', '82.19.0', '73.11.0', '69.10.1', '70.22.0', '62.02.0', '82.91.2']",1
sviluppo sistemi informativi,['62.01.0'],"['63.11.1', '80.30.0', '62.02.0', '33.20.0', '85.59.2', '58.12.0', '82.91.2', '81.10.0', '68.20.0', '72.20.0']",0
distributori ricarica elettriche,['35.13.0'],"['47.99.2', '46.52.0', '35.13.0', '35.14.0', '27.11.0', '28.29.1', '33.12.5', '27.90.0', '46.18.2', '35.12.0']",1
social media e pubblicitsocial media e pubblicita,['73.11.0'],"['84.11.2', '84.23.0', '18.13.0', '73.12.0', '73.11.0', '73.20.0', '70.21.0', '94.11.0', '18.12.0', '58.19.0']",1
consulenza edile azienda,"['70.22.0', '69.20.3', '41.20.0']","['66.19.2', '74.90.3', '73.11.0', '70.22.0', '62.02.0', '90.03.0', '74.90.2', '68.20.0']",1
organizzazione conto agricoltura,['n.c.   '],"['74.90.1', '93.11.9', '01.61.0', '56.10.1', '82.30.0', '64.92.0', '82.99.9', '91.04.0', '69.20.2', '96.09.0']",0
consulenza tecnica nel settore dell'edilizia cn esclusione delle attivita' riservate agli iscritti in albi professipnali,['71.11.0'],"['42.99.0', '74.90.3', '77.29.9', '62.02.0', '69.20.1', '46.18.3', '97.00.0', '74.90.9', '16.23.2']",0
pagamenti in contanti bollettini,['52.21.5'],"['66.19.4', '64.19.1', '82.99.9', '58.12.0', '69.20.2', '66.19.1', '82.99.4', '92.00.0', '69.20.1', '64.11.0']",0
altre attiviter la persona,"['n.c.   ', '96.09.0']","['96.09.0', '93.19.9', '90.01.0', '74.20.1', '94.99.9', '85.60.0', '58.19.0', '74.90.9', '74.10.9', '90.02.0']",1
commercio all' ingrosso di biancheria per hotel e ristoranti,"['46.69.9', '46.41.9', '46.32.1', '46.42.3', '46.41.1']","['47.71.1', '46.73.2', '47.59.9', '47.51.1', '46.47.1', '46.65.0', '47.59.1', '46.47.3', '47.78.1', '46.41.1']",1
riparazione apparecchiature elettriche,['33.14.0'],"['45.20.3', '95.11.0', '95.22.0', '95.29.0', '95.21.0', '33.14.0', '45.20.1', '33.12.5', '95.25.0']",1
stufe a pellet,"['27.52.0', '46.49.9']","['16.24.0', '23.64.0', '43.39.0', '28.23.0', '24.31.0', '25.93.1', '17.11.0', '43.32.0', '16.29.1', '28.22.0']",0
lo sviluppo  la progettazione  la costruzione  l     installazione  la gestione e manutenzione di impianti e servizi per la produzione ed accumulo di energia,['35.11.0'],"['41.10.0', '43.22.0', '71.12.2', '35.13.0', '33.20.0', '71.12.1', '35.30.0', '35.11.0', '43.21.0', '35.12.0']",1
ritiro pratiche fiscali,['82.99.4'],"['65.20.0', '82.19.0', '96.01.2', '96.03.0', '95.12.0', '08.93.0', '82.99.4', '43.12.0', '69.20.1']",1
sviluppo  di nuovi dispositivi hardware,['62.01.0'],"['26.30.2', '27.12.0', '33.20.0', '27.40.0', '26.40.0', '28.24.0', '26.20.0', '26.51.2', '26.11.0']",0
attivita      di organizzazione di datori di lavoro,['94.11.0'],"['94.99.1', '94.20.0', '79.12.0', '94.12.2', '45.40.1', '69.20.3', '78.10.0', '94.99.9', '94.11.0', '94.99.5']",1
commissione nazionale borsa,['15.12.0'],"['66.22.0', '66.29.0', '64.19.1', '64.19.2', '64.99.6', '92.00.0', '66.11.0', '84.13.9', '46.35.0', '64.11.0']",0
rivendita articoli caffrivendita articoli caffe,"['56.30.0', '47.29.2', '47.78.9']","['46.76.9', '46.37.0', '73.11.0', '56.30.0', '47.29.2', '10.83.0', '95.12.0', '74.10.3', '69.20.1', '18.12.0']",1
attivita      di pianificazione,"['70.22.0', '84.11.2']","['84.11.2', '84.12.3', '30.30.0', '71.11.0', '71.12.1', '84.25.2', '68.31.0', '79.90.1', '97.00.0', '74.90.9']",1
l     attivita svolta e  ristorazione con somministrazione,['56.10.1'],"['55.20.3', '56.10.5', '56.10.1', '45.40.1', '66.19.1', '56.10.4', '79.90.1', '56.10.2']",1
assistente anziani presso famiglia,['87.30.0'],"['87.30.0', '82.19.0', '88.10.0', '87.10.0', '53.20.0', '88.91.0', '75.00.0', '97.00.0', '56.10.4', '96.09.0']",1
servizi fi fornitura di software,"['62.01.0', '46.51.0']","['63.11.1', '58.29.0', '82.11.0', '71.12.2', '62.02.0', '52.29.2', '53.20.0', '69.20.1', '64.99.2', '61.10.0']",0
odontoiatra e delle attivita      ad essa connessa riservate,['86.23.0'],"['86.23.0', '86.90.2', '69.10.1', '56.10.1', '33.20.0', '66.21.0', '90.03.0', '33.13.0', '32.50.1', '96.09.0']",1
messa a dimora,"['02.10.0', '01.61.0', '37.00.0']","['43.11.0', '95.11.0', '14.13.2', '56.29.1', '82.99.9', '95.12.0', '01.49.3', '85.52.0', '66.11.0', '18.12.0']",0
fabbricazione di macchinari e apparecchiature,"['28.92.0', '28.29.9', '28.94.1', '28.23.0', '28.93.0', '28.30.9', '28.99.1']","['27.51.0', '28.23.0', '28.95.0', '26.70.1', '26.70.2', '29.31.0', '26.20.0', '29.10.0', '25.40.0', '26.11.0']",1
commercio elettronico ingrosso,"['45.11.0', '47.91.1']","['46.42.1', '46.52.0', '46.73.2', '46.69.9', '46.76.3', '46.43.1', '47.41.0', '47.54.0', '46.51.0']",0
forze di polizia ad ordinamento civile e militare per la tutela dell     ordine e della sicurezza pubblica,['84.24.0'],"['84.24.0', '94.99.1', '43.11.0', '42.22.0', '69.10.1', '84.22.0', '74.90.9', '94.12.1', '80.10.0', '85.32.0']",1
attivita' legali e contabilita,"['69.10.1', '69.20.1']","['84.23.0', '93.19.1', '69.10.1', '69.10.2', '69.20.2', '02.40.0', '66.21.0', '69.20.1', '91.01.0']",1
attivitasvolti da geometri,['71.12.3'],"['86.23.0', '86.90.3', '71.12.3', '71.12.4', '93.19.1', '71.12.1', '93.12.0', '91.02.0', '74.90.9', '74.10.9']",1
contratto affitto di poltrona,['n.c.   '],"['96.03.0', '77.21.0', '77.35.0', '49.41.0', '88.91.0', '77.11.0', '68.20.0', '56.29.2', '31.09.3', '51.10.2']",0
locazioni immobili propri,['68.20.0'],"['68.32.0', '77.39.9', '77.29.9', '68.10.0', '68.31.0', '68.20.0', '97.00.0', '64.99.1', '64.91.0']",1
attiviti coordinamento attivitziendale,['70.22.0'],"['86.23.0', '94.92.0', '94.99.4', '94.12.2', '84.25.2', '88.91.0', '94.11.0', '94.99.3', '79.90.1', '90.02.0']",0
commercio bevande alcoliche,"['11.01.0', '46.17.0', '46.34.1']","['47.99.2', '46.37.0', '46.34.1', '35.14.0', '47.26.0', '47.52.4', '46.34.2', '46.49.9', '46.35.0', '47.25.0']",1
vendita alimenti confezionati,['82.92.1'],"['47.71.1', '46.38.9', '46.73.2', '46.21.1', '10.85.0', '47.71.2', '46.23.0', '46.38.3', '47.21.0', '10.89.0']",0
montaggio  e smontaggio di ponteggi,['43.99.0'],"['33.12.3', '43.91.0', '33.20.0', '77.32.0', '33.12.1', '41.20.0', '33.12.5', '46.63.0', '16.10.0', '42.13.0']",0
torneria del legno,['16.29.1'],"['16.24.0', '22.23.0', '56.30.0', '46.73.1', '95.24.0', '16.29.1', '16.10.0', '16.21.0', '16.23.2', '33.19.0']",1
programmatore macchine meccaniche,['62.01.0'],"['25.73.1', '30.91.1', '28.99.9', '28.23.0', '28.11.1', '25.62.0', '45.20.1', '33.12.9', '26.11.0']",0
cooperativa sociale per l     inserimento lavorativo di persone svantaggiate,['88.99.0'],"['87.90.0', '88.99.0', '78.20.0', '87.20.0', '94.99.4', '88.10.0', '64.19.1', '30.92.3', '88.91.0', '41.10.0']",1
centro multiservizi e servizi per l     immograzione,['n.c.   '],"['87.30.0', '82.11.0', '39.00.0', '78.10.0', '52.21.4', '81.29.1', '33.14.0', '81.10.0', '49.42.0', '79.90.1']",0
consulenza e pianificazione aziendale nel settore degliinfissi,['70.22.0'],"['66.19.2', '46.73.2', '73.11.0', '70.22.0', '46.13.0', '62.02.0', '90.03.0', '74.90.2']",1
installazione di accessori,['33.20.0'],"['43.99.0', '45.20.2', '43.29.0', '33.20.0', '62.09.0', '43.21.0']",1
vendita articoli casalinghi,['47.59.2'],"['47.59.2', '73.11.0', '47.78.3', '47.59.3', '46.15.0', '46.47.3', '32.99.3', '46.42.2', '46.49.9']",1
noleggio studio fotografico,['74.20.1'],"['77.21.0', '77.29.9', '77.39.9', '77.35.0', '74.20.2', '77.11.0', '77.22.0', '77.31.0']",0
"la commercializzazione di macchine industriali per l'alimentazione, bibite e tabacco","['46.39.2', '28.93.0']","['28.29.3', '28.99.9', '46.69.9', '28.93.0', '28.11.1', '46.69.2', '26.60.0', '33.12.9', '28.30.9', '12.00.0']",1
interventi di ingegneria naturalistica per la manutenzione e tutela del territorio,['43.39.0'],"['81.30.0', '43.22.0', '01.61.0', '33.12.7', '90.03.0', '91.04.0', '91.03.0', '02.20.0', '43.12.0', '16.10.0']",0
consulenza direzionale e commerciale,['70.22.0'],"['66.19.2', '73.11.0', '69.10.1', '70.22.0', '62.02.0', '74.90.2', '82.91.2', '85.60.0', '69.20.1']",1
distribuzione di bevande all     ingrosso bevande analcoliche,['46.34.2'],"['46.69.9', '46.76.3', '46.34.1', '46.39.2', '47.52.4', '46.34.2', '46.49.1', '11.07.0', '46.35.0', '47.25.0']",1
noleggio senza conducente di autocarri,['77.12.0'],"['77.12.0', '77.31.0', '77.21.0', '77.39.9', '77.35.0', '49.32.2', '49.41.0', '77.11.0', '51.10.2']",1
commercio all'ingrosso fuochi d'artificio,"['93.29.9', '20.51.0']","['46.42.1', '46.73.2', '46.69.9', '46.76.3', '47.78.3', '47.59.3', '46.47.3', '46.49.3', '46.75.0', '46.35.0']",0
corsi presso scuole,"['85.42.0', '85.59.9', '85.59.3']","['85.53.0', '85.59.9', '85.59.2', '85.51.0', '85.52.0', '85.60.0', '85.59.3', '85.32.0']",1
girarrosto con asporto,['27.51.0'],"['56.30.0', '56.10.1', '53.20.0', '10.39.0', '49.41.0', '49.32.1', '46.38.3', '49.50.1', '56.10.4', '56.10.2']",0
autofficine e centri assistenza,['45.20.1'],"['45.20.4', '45.20.3', '45.20.9', '94.99.2', '45.20.2', '33.14.0', '45.20.1', '33.12.1', '96.02.0', '33.12.5']",1
produzione di pane e prodotti di panetteria fresc,['10.71.1'],"['10.82.0', '10.85.0', '10.72.0', '10.73.0', '46.36.0', '10.32.0', '10.51.2', '10.71.2', '10.61.4', '10.71.1']",1
commercio biciclette elettriche,['47.64.1'],"['46.52.0', '46.43.1', '47.41.0', '35.14.0', '45.40.1', '47.54.0', '46.69.2', '47.64.1', '46.49.4', '46.47.3']",1
organizzazione e gestione di convegni,['82.30.0'],"['96.09.0', '52.21.5', '73.11.0', '82.30.0', '85.59.2', '82.99.9', '93.11.1', '91.03.0', '90.04.0', '90.02.0']",1
realizzazione di prototipi per l     allenamento,['74.90.9'],"['93.19.9', '30.12.0', '42.11.0', '13.20.0', '18.13.0', '30.30.0', '32.30.0', '43.99.0', '28.11.1', '85.51.0']",0
servizi di pulizia e disinfestazione,"['81.29.1', '01.62.0']","['95.22.0', '39.00.0', '81.29.9', '95.24.0', '81.29.1', '96.02.0', '33.12.4', '49.42.0', '37.00.0']",1
prestatore manodopera settore terziario,['43.99.0'],"['01.61.0', '09.10.0', '70.21.0', '02.40.0', '68.31.0', '66.19.3', '64.99.1', '69.20.1', '90.02.0']",0
decorazione di mobili e complementi d'arredo,"['31.09.9', '31.09.5']","['43.33.0', '43.99.0', '95.29.0', '95.24.0', '31.09.4', '43.32.0', '31.09.5', '14.19.1', '31.09.1', '13.92.1']",1
sfruttamento aree dema,['11.07.0'],"['43.11.0', '38.31.1', '01.70.0', '02.20.0', '68.31.0', '68.20.0', '43.12.0', '64.99.1', '42.99.0', '36.00.0']",0
societa per accesso al credito,"['64.19.1', '64.92.0']","['66.19.2', '82.91.1', '64.19.1', '64.19.4', '64.92.0', '82.99.9', '66.19.1', '94.11.0', '64.99.1']",1
procacciatore d     affari servizi,['n.c.   '],"['46.18.9', '46.16.0', '46.14.0', '66.19.2', '46.12.0', '46.13.0', '46.15.0', '46.11.0', '46.17.0', '46.18.1']",0
alberi da frutta,"['01.25.0', '01.63.0']","['01.29.0', '01.23.0', '01.22.0', '01.25.0', '02.20.0', '10.39.0', '01.26.0', '01.24.0', '11.03.0', '01.63.0']",1
lavori non specializzati,"['43.39.0', 'n.c.   ']","['81.21.0', '58.29.0', '43.39.0', '46.90.0', '43.99.0', '47.11.4', '95.29.0', '74.90.2', '62.09.0', '47.19.9']",1
servizi alle imprse,['n.c.   '],"['66.19.2', '82.19.0', '80.30.0', '82.11.0', '79.90.1', '96.02.0', '81.10.0', '49.42.0', '69.20.1']",0
commercio all'ingrosso carrelli elevatori,['46.69.9'],"['46.42.1', '46.42.4', '46.73.2', '46.69.9', '46.76.3', '45.31.0', '46.65.0', '46.49.1', '46.69.1']",1
impresa individuale pulizia condomini,['81.21.0'],"['81.21.0', '43.39.0', '68.32.0', '81.29.9', '81.22.0', '81.29.1', '33.12.4', '68.20.0', '97.00.0', '96.09.0']",1
fabbricazione di stand e altre strutture simili per convegli e fiere prevalentemente in legno,['16.23.2'],"['16.24.0', '73.11.0', '43.29.0', '25.11.0', '16.29.1', '31.01.2', '16.23.2', '16.23.1']",1
produzione mtaeriale elettrico,"['27.51.0', '27.11.0', '27.32.0', '35.11.0', '29.10.0', '27.90.0']","['27.51.0', '27.90.0', '27.20.0', '27.33.0', '28.99.9', '27.11.0', '27.40.0', '27.12.0', '35.11.0', '26.11.0']",1
vendita diretta bb,['47.99.1'],"['47.99.2', '47.91.3', '46.34.1', '35.14.0', '47.91.2', '46.23.0', '46.49.9', '92.00.0', '46.33.1', '47.25.0']",0
promozione dello sport,['32.30.0'],"['84.12.4', '93.19.9', '94.20.0', '93.19.1', '77.21.0', '73.11.0', '32.30.0', '93.12.0', '70.21.0', '79.90.1']",1
cibo da asporto,['56.10.2'],"['10.89.0', '56.10.5', '56.10.1', '53.20.0', '49.41.0', '46.38.3', '49.32.1', '56.29.2', '56.10.4', '56.10.2']",1
trattamento chimico fisico e biologico di rifiuti,['71.20.1'],"['84.12.3', '38.32.3', '20.59.3', '39.00.0', '38.11.0', '38.21.0', '38.12.0', '36.00.0', '37.00.0', '38.22.0']",0
posa in opera di tende da sole,['25.12.2'],"['23.19.2', '43.99.0', '43.91.0', '74.20.1', '43.32.0', '25.12.2', '43.34.0']",1
guida navi al porto,['79.90.2'],"['33.15.0', '50.10.0', '30.12.0', '46.14.0', '77.34.0', '50.30.0', '50.20.0', '50.40.0', '49.41.0', '46.69.1']",0
consuelnza siti internet,"['63.11.3', '62.01.0', '74.10.2']","['62.02.0', '45.11.0', '45.19.0', '61.90.2', '58.12.0', '92.00.0', '63.12.0', '47.91.1', '74.10.2']",1
pulizia spiagge con ritiro rifiuti,['81.29.9'],"['43.39.0', '39.00.0', '81.29.9', '81.22.0', '38.11.0', '43.12.0', '08.12.0', '37.00.0', '96.09.0']",1
professionista dello sport,['93.19.9'],"['93.19.9', '46.18.9', '93.19.1', '32.30.0', '94.12.2', '74.20.1', '85.51.0', '93.12.0', '92.00.0', '74.90.9']",1
"cura e manutenzione del paesaggio inclusi parchi, giardini e aiuole cod reg",['81.30.0'],"['52.21.2', '81.30.0', '43.22.0', '95.22.0', '93.11.9', '81.29.9', '91.04.0', '91.03.0', '75.00.0']",1
commercio dettaglio escavatori,"['28.92.0', '33.12.9']","['47.52.1', '47.41.0', '47.54.0', '47.78.3', '47.51.1', '47.26.0', '47.64.2', '47.59.5', '47.42.0', '47.53.1']",0
vendita al dettaglio di oro,['47.77.0'],"['46.48.0', '47.79.2', '47.43.0', '47.77.0', '47.26.0', '47.78.3', '46.72.2', '47.59.3', '47.25.0']",1
costruzione di impianti di trattamento ed altre opere di edilizia civile,['41.20.0'],"['43.21.0', '43.39.0', '43.22.0', '42.22.0', '42.91.0', '43.29.0', '33.20.0', '41.20.0', '42.99.0', '42.21.0']",1
dettaglio di scarpe,['47.72.1'],"['46.42.4', '47.71.1', '15.20.1', '15.20.2', '47.77.0', '95.29.0', '22.29.0', '15.12.0', '14.19.2', '47.72.1']",1
consulente formazione sicurezza,"['71.20.1', '62.02.0', '74.90.2', '80.10.0']","['66.19.2', '70.22.0', '62.02.0', '69.20.3', '85.59.9', '85.59.2', '74.90.2', '80.10.0']",1
consulenza finanziaria sostenibile,"['66.19.2', '70.22.0']","['66.19.2', '74.90.3', '70.22.0', '62.02.0', '74.90.2', '69.20.1', '64.91.0']",1
noleggio bagni mobili,"['31.09.9', '77.29.9', '77.29.1', '31.09.1']","['77.21.0', '77.34.0', '77.29.9', '77.39.9', '77.35.0', '77.29.1', '77.11.0', '77.31.0']",1
inserimento dati contabili,['63.11.1'],"['63.11.1', '28.23.0', '43.29.0', '33.20.0', '69.20.2', '33.12.5', '69.20.1']",1
altre attivitita      non,['n.c.   '],"['93.19.9', '88.99.0', '81.29.9', '74.20.1', '82.99.9', '94.99.9', '58.19.0', '74.90.9', '74.10.9', '96.09.0']",0
videomaker dronista montatore video,['59.12.0'],"['28.23.0', '30.30.0', '26.70.2', '27.11.0', '26.40.0', '74.20.2', '92.00.0', '28.21.1', '26.20.0', '28.30.1']",0
procura della repubblica,['84.23.0'],"['84.24.0', '84.23.0', '80.30.0', '84.22.0', '85.59.1', '84.30.0', '18.12.0', '47.11.1', '74.90.9', '60.10.0']",1
consulenza pubblicitconsulenza pubblicita,['73.11.0'],"['66.19.2', '69.10.1', '70.22.0', '62.02.0', '90.03.0', '74.90.2', '70.21.0', '85.60.0', '80.10.0']",0
impresa costruzione edile,['41.20.0'],"['43.99.0', '42.91.0', '43.91.0', '64.99.1', '41.20.0', '68.20.0', '43.12.0', '28.22.0', '42.21.0', '16.23.2']",1
produzione mute subacquee,['59.11.0'],"['19.10.0', '11.02.2', '23.99.0', '23.64.0', '10.62.0', '10.73.0', '26.40.0', '35.30.0', '22.19.0', '32.99.1']",0
laboratorio preparai carnei crudi ed insaccati,['10.13.0'],"['10.13.0', '10.85.0', '86.90.1', '10.11.0', '16.29.4', '10.12.0', '10.41.3', '01.41.0', '10.91.0', '10.89.0']",1
rappresentanza nel campo dellieditoria,"['66.22.0', '73.12.0']","['46.18.9', '46.16.0', '63.91.0', '90.01.0', '46.15.0', '66.12.0', '46.11.0', '70.21.0', '46.18.1']",0
produzione bigiotteria argento,['32.12.1'],"['25.73.1', '25.94.0', '23.19.2', '24.41.0', '32.20.0', '32.12.2', '32.99.3', '26.52.0', '32.40.2', '24.54.0']",0
commercio all     ingrossodi inset,"['46.90.0', '46.69.9', '46.39.2']","['46.42.1', '46.73.2', '46.21.2', '46.76.3', '47.52.2', '47.79.3', '47.51.1', '46.36.0', '46.41.1']",0
studi di registrazione sonora  svolgimento dell     attivita      di produzione e diffusione di programmi di contenuti audiovisivi,['60.20.0'],"['59.11.0', '59.12.0', '61.20.0', '60.10.0', '71.20.1', '59.13.0', '26.30.1', '59.20.3', '26.40.0', '61.30.0']",0
istituto comprensivo di zanica,"['85.42.0', '85.59.9', '85.59.2', '85.51.0', '85.60.0', '85.32.0']","['87.20.0', '43.22.0', '85.31.1', '84.30.0', '85.51.0', '87.10.0', '85.59.9', '88.91.0', '85.52.0', '93.29.9']",1
carpentieri in legno,['16.23.2'],"['16.24.0', '23.42.0', '23.70.1', '46.13.0', '46.15.0', '16.29.1', '16.10.0', '16.21.0', '16.23.2', '33.19.0']",1
depuratore acqua domestico,['37.00.0'],"['27.51.0', '28.29.9', '27.52.0', '77.29.9', '95.29.0', '81.22.0', '43.12.0', '36.00.0', '42.21.0', '37.00.0']",1
allevamento galline ovaiole,['01.47.0'],"['03.22.0', '01.49.2', '01.45.0', '01.47.0', '01.44.0', '01.46.0', '01.49.9', '01.42.0', '01.43.0', '01.49.1']",1
vendita servizi web,"['63.11.3', '47.91.1']","['73.12.0', '47.41.0', '35.14.0', '45.11.0', '45.19.0', '92.00.0', '47.91.1', '69.20.1', '74.90.9']",1
"consulenza nel settore dell industria alimentare relativa all acquisto di macchine, attrezzature ed impianti produttivi",['46.69.9'],"['80.10.0', '73.11.0', '70.22.0', '62.02.0', '28.29.2', '28.93.0', '74.90.2', '33.12.9', '74.90.9']",0
vendita abbigliamento personalizzato,['47.71.1'],"['46.42.1', '47.71.1', '47.71.4', '47.71.3', '47.79.3', '47.78.3', '47.51.1', '46.42.3', '46.41.1', '47.72.1']",1
vendita per corrispondenza televisione e altri sistemi di comunicazione,['47.91.3'],"['46.52.0', '46.41.9', '46.43.1', '47.91.3', '47.43.0', '46.66.0', '47.91.2', '95.12.0', '61.10.0']",1
prestazione di servizi e a,['n.c.   '],"['63.11.1', '63.11.3', '74.30.0', '69.10.1', '53.20.0', '82.99.3', '96.02.0', '35.30.0', '96.09.0']",0
commercio al dettaglio di lana,"['13.10.0', '47.51.2', '46.76.1', '13.20.0']","['47.71.1', '47.71.4', '47.52.1', '47.52.2', '47.79.3', '47.78.3', '47.51.1', '47.26.0', '47.25.0', '47.24.1']",0
commerciante di giocattoli,"['47.65.0', '46.49.3']","['46.42.1', '46.18.9', '95.29.0', '47.89.0', '32.40.2', '46.42.2', '46.49.9', '46.49.3', '46.75.0', '47.65.0']",1
produzione prodotti chimici,"['20.59.4', '20.59.2']","['20.42.0', '19.20.2', '10.81.0', '23.91.0', '20.59.3', '20.59.9', '10.51.2', '21.20.0', '10.89.0', '20.59.1']",0
fotocopie e fax,"['47.41.0', '46.66.0', '82.19.0']","['26.30.2', '82.19.0', '28.23.0', '58.14.0', '26.70.2', '74.20.1', '95.12.0', '74.20.2', '33.12.5', '77.33.0']",1
vendita licenze musicali,['74.90.9'],"['58.29.0', '47.63.0', '73.12.0', '47.59.6', '59.13.0', '35.14.0', '47.89.0', '46.49.9', '92.00.0', '74.90.9']",1
attivitecniche non classificate,['n.c.   '],"['88.99.0', '27.33.0', '27.52.0', '43.29.0', '81.29.9', '82.99.9', '49.41.0', '11.04.0', '74.90.9', '07.29.0']",0
attivita extra alberghiera,['55.20.5'],"['66.19.2', '79.11.0', '93.19.1', '79.12.0', '56.10.1', '66.12.0', '02.40.0', '79.90.1', '55.20.5', '74.10.9']",1
vendita al dettaglio di prodotti fitosanitari,"['46.75.0', '47.78.9']","['47.52.1', '47.52.2', '47.76.1', '47.73.1', '47.26.0', '47.52.4', '47.29.3', '47.21.0', '47.81.0', '47.25.0']",0
produzione conto terzi bevande alcoliche,['11.01.0'],"['11.02.2', '11.07.0', '11.05.0', '46.34.1', '11.01.0', '11.04.0', '10.51.2', '10.89.0', '01.27.0', '47.25.0']",1
commercio ingrosso minuteria borse,['46.74.1'],"['46.42.1', '46.52.0', '46.73.2', '46.48.0', '46.76.3', '46.74.1', '46.44.2', '47.77.0', '46.72.2', '66.11.0']",1
lavori da carpentiere,"['43.99.0', '16.23.2', '25.11.0']","['84.25.1', '43.39.0', '43.33.0', '43.99.0', '45.20.2', '43.91.0', '25.62.0', '45.20.1', '41.20.0', '16.10.0']",1
commercio al dettaglio di prodotti pubblicitari,"['46.18.9', '73.11.0', '47.78.3', '47.78.9', '18.12.0']","['47.62.1', '47.52.1', '47.52.2', '47.43.0', '47.78.3', '47.26.0', '47.51.1', '47.59.3', '47.25.0']",1
